"Time","Contracts","Funding Interval","Funding Rate"
"2021-06-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-13 13:00:00","BTCUSDT Perpetual","8h","-0.0066%"
"2021-06-13 05:00:00","BTCUSDT Perpetual","8h","0.0028%"
"2021-06-12 21:00:00","BTCUSDT Perpetual","8h","0.0096%"
"2021-06-12 13:00:00","BTCUSDT Perpetual","8h","-0.0009%"
"2021-06-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-11 21:00:00","BTCUSDT Perpetual","8h","-0.0078%"
"2021-06-11 13:00:00","BTCUSDT Perpetual","8h","0.0047%"
"2021-06-11 05:00:00","BTCUSDT Perpetual","8h","0.0026%"
"2021-06-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-10 05:00:00","BTCUSDT Perpetual","8h","0.0060%"
"2021-06-09 21:00:00","BTCUSDT Perpetual","8h","-0.0168%"
"2021-06-09 13:00:00","BTCUSDT Perpetual","8h","-0.0149%"
"2021-06-09 05:00:00","BTCUSDT Perpetual","8h","-0.0054%"
"2021-06-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-08 05:00:00","BTCUSDT Perpetual","8h","0.0010%"
"2021-06-07 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-06 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-04 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-04 05:00:00","BTCUSDT Perpetual","8h","0.0205%"
"2021-06-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-03 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-02 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-06-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-31 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-31 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-31 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-29 13:00:00","BTCUSDT Perpetual","8h","0.0103%"
"2021-05-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-24 13:00:00","BTCUSDT Perpetual","8h","0.0020%"
"2021-05-24 05:00:00","BTCUSDT Perpetual","8h","-0.0100%"
"2021-05-23 21:00:00","BTCUSDT Perpetual","8h","-0.0086%"
"2021-05-23 13:00:00","BTCUSDT Perpetual","8h","0.0046%"
"2021-05-23 05:00:00","BTCUSDT Perpetual","8h","-0.0011%"
"2021-05-22 21:00:00","BTCUSDT Perpetual","8h","-0.0051%"
"2021-05-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-21 21:00:00","BTCUSDT Perpetual","8h","-0.0245%"
"2021-05-21 13:00:00","BTCUSDT Perpetual","8h","0.0075%"
"2021-05-21 05:00:00","BTCUSDT Perpetual","8h","-0.0011%"
"2021-05-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-19 13:00:00","BTCUSDT Perpetual","8h","-0.0897%"
"2021-05-19 05:00:00","BTCUSDT Perpetual","8h","0.0358%"
"2021-05-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-18 13:00:00","BTCUSDT Perpetual","8h","0.0218%"
"2021-05-18 05:00:00","BTCUSDT Perpetual","8h","0.0147%"
"2021-05-17 21:00:00","BTCUSDT Perpetual","8h","0.0546%"
"2021-05-17 13:00:00","BTCUSDT Perpetual","8h","0.0592%"
"2021-05-17 05:00:00","BTCUSDT Perpetual","8h","0.0639%"
"2021-05-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-16 13:00:00","BTCUSDT Perpetual","8h","0.0361%"
"2021-05-16 05:00:00","BTCUSDT Perpetual","8h","0.0166%"
"2021-05-15 21:00:00","BTCUSDT Perpetual","8h","0.0402%"
"2021-05-15 13:00:00","BTCUSDT Perpetual","8h","0.0201%"
"2021-05-15 05:00:00","BTCUSDT Perpetual","8h","0.0101%"
"2021-05-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-14 13:00:00","BTCUSDT Perpetual","8h","0.0150%"
"2021-05-14 05:00:00","BTCUSDT Perpetual","8h","0.0352%"
"2021-05-13 21:00:00","BTCUSDT Perpetual","8h","0.0400%"
"2021-05-13 13:00:00","BTCUSDT Perpetual","8h","0.0228%"
"2021-05-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-05-12 21:00:00","BTCUSDT Perpetual","8h","0.0116%"
"2021-05-12 13:00:00","BTCUSDT Perpetual","8h","0.0397%"
"2021-05-12 05:00:00","BTCUSDT Perpetual","8h","0.0337%"
"2021-05-11 21:00:00","BTCUSDT Perpetual","8h","0.0166%"
"2021-05-11 13:00:00","BTCUSDT Perpetual","8h","0.0256%"
"2021-05-11 05:00:00","BTCUSDT Perpetual","8h","0.0508%"
"2021-05-10 21:00:00","BTCUSDT Perpetual","8h","0.0395%"
"2021-05-10 13:00:00","BTCUSDT Perpetual","8h","0.0986%"
"2021-05-10 05:00:00","BTCUSDT Perpetual","8h","0.0902%"
"2021-05-09 21:00:00","BTCUSDT Perpetual","8h","0.0335%"
"2021-05-09 13:00:00","BTCUSDT Perpetual","8h","0.0638%"
"2021-05-09 05:00:00","BTCUSDT Perpetual","8h","0.0438%"
"2021-05-08 21:00:00","BTCUSDT Perpetual","8h","0.0489%"
"2021-05-08 13:00:00","BTCUSDT Perpetual","8h","0.0464%"
"2021-05-08 05:00:00","BTCUSDT Perpetual","8h","0.0462%"
"2021-05-07 21:00:00","BTCUSDT Perpetual","8h","0.0593%"
"2021-05-07 13:00:00","BTCUSDT Perpetual","8h","0.0171%"
"2021-05-07 05:00:00","BTCUSDT Perpetual","8h","0.0533%"
"2021-05-06 21:00:00","BTCUSDT Perpetual","8h","0.0446%"
"2021-05-06 13:00:00","BTCUSDT Perpetual","8h","0.0935%"
"2021-05-06 05:00:00","BTCUSDT Perpetual","8h","0.0599%"
"2021-05-05 21:00:00","BTCUSDT Perpetual","8h","0.0761%"
"2021-05-05 13:00:00","BTCUSDT Perpetual","8h","0.0117%"
"2021-05-05 05:00:00","BTCUSDT Perpetual","8h","0.0424%"
"2021-05-04 21:00:00","BTCUSDT Perpetual","8h","0.0447%"
"2021-05-04 13:00:00","BTCUSDT Perpetual","8h","0.0664%"
"2021-05-04 05:00:00","BTCUSDT Perpetual","8h","0.0121%"
"2021-05-03 21:00:00","BTCUSDT Perpetual","8h","0.0509%"
"2021-05-03 13:00:00","BTCUSDT Perpetual","8h","0.0673%"
"2021-05-03 05:00:00","BTCUSDT Perpetual","8h","0.0361%"
"2021-05-02 21:00:00","BTCUSDT Perpetual","8h","0.0403%"
"2021-05-02 13:00:00","BTCUSDT Perpetual","8h","0.0452%"
"2021-05-02 05:00:00","BTCUSDT Perpetual","8h","0.0452%"
"2021-05-01 21:00:00","BTCUSDT Perpetual","8h","0.0158%"
"2021-05-01 13:00:00","BTCUSDT Perpetual","8h","0.0324%"
"2021-05-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-30 21:00:00","BTCUSDT Perpetual","8h","0.0112%"
"2021-04-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-30 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-25 05:00:00","BTCUSDT Perpetual","8h","0.0385%"
"2021-04-24 21:00:00","BTCUSDT Perpetual","8h","0.0217%"
"2021-04-24 13:00:00","BTCUSDT Perpetual","8h","0.0167%"
"2021-04-24 05:00:00","BTCUSDT Perpetual","8h","0.0276%"
"2021-04-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-23 05:00:00","BTCUSDT Perpetual","8h","0.0476%"
"2021-04-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-04-18 05:00:00","BTCUSDT Perpetual","8h","0.0584%"
"2021-04-17 21:00:00","BTCUSDT Perpetual","8h","0.0816%"
"2021-04-17 13:00:00","BTCUSDT Perpetual","8h","0.0875%"
"2021-04-17 05:00:00","BTCUSDT Perpetual","8h","0.0540%"
"2021-04-16 21:00:00","BTCUSDT Perpetual","8h","0.0549%"
"2021-04-16 13:00:00","BTCUSDT Perpetual","8h","0.1155%"
"2021-04-16 05:00:00","BTCUSDT Perpetual","8h","0.1200%"
"2021-04-15 21:00:00","BTCUSDT Perpetual","8h","0.1096%"
"2021-04-15 13:00:00","BTCUSDT Perpetual","8h","0.1103%"
"2021-04-15 05:00:00","BTCUSDT Perpetual","8h","0.0820%"
"2021-04-14 21:00:00","BTCUSDT Perpetual","8h","0.0763%"
"2021-04-14 13:00:00","BTCUSDT Perpetual","8h","0.1047%"
"2021-04-14 05:00:00","BTCUSDT Perpetual","8h","0.1085%"
"2021-04-13 21:00:00","BTCUSDT Perpetual","8h","0.0905%"
"2021-04-13 13:00:00","BTCUSDT Perpetual","8h","0.1226%"
"2021-04-13 05:00:00","BTCUSDT Perpetual","8h","0.0899%"
"2021-04-12 21:00:00","BTCUSDT Perpetual","8h","0.0840%"
"2021-04-12 13:00:00","BTCUSDT Perpetual","8h","0.0943%"
"2021-04-12 05:00:00","BTCUSDT Perpetual","8h","0.1063%"
"2021-04-11 21:00:00","BTCUSDT Perpetual","8h","0.0937%"
"2021-04-11 13:00:00","BTCUSDT Perpetual","8h","0.1059%"
"2021-04-11 05:00:00","BTCUSDT Perpetual","8h","0.0994%"
"2021-04-10 21:00:00","BTCUSDT Perpetual","8h","0.0867%"
"2021-04-10 13:00:00","BTCUSDT Perpetual","8h","0.1196%"
"2021-04-10 05:00:00","BTCUSDT Perpetual","8h","0.1486%"
"2021-04-09 21:00:00","BTCUSDT Perpetual","8h","0.0129%"
"2021-04-09 13:00:00","BTCUSDT Perpetual","8h","0.0217%"
"2021-04-09 05:00:00","BTCUSDT Perpetual","8h","0.0263%"
"2021-04-08 21:00:00","BTCUSDT Perpetual","8h","0.0196%"
"2021-04-08 13:00:00","BTCUSDT Perpetual","8h","0.0262%"
"2021-04-08 05:00:00","BTCUSDT Perpetual","8h","0.0249%"
"2021-04-07 21:00:00","BTCUSDT Perpetual","8h","0.0407%"
"2021-04-07 13:00:00","BTCUSDT Perpetual","8h","0.0536%"
"2021-04-07 05:00:00","BTCUSDT Perpetual","8h","0.0537%"
"2021-04-06 21:00:00","BTCUSDT Perpetual","8h","0.0576%"
"2021-04-06 13:00:00","BTCUSDT Perpetual","8h","0.0837%"
"2021-04-06 05:00:00","BTCUSDT Perpetual","8h","0.0577%"
"2021-04-05 21:00:00","BTCUSDT Perpetual","8h","0.0971%"
"2021-04-05 13:00:00","BTCUSDT Perpetual","8h","0.0374%"
"2021-04-05 05:00:00","BTCUSDT Perpetual","8h","0.0432%"
"2021-04-04 21:00:00","BTCUSDT Perpetual","8h","0.0394%"
"2021-04-04 13:00:00","BTCUSDT Perpetual","8h","0.0265%"
"2021-04-04 05:00:00","BTCUSDT Perpetual","8h","0.0484%"
"2021-04-03 21:00:00","BTCUSDT Perpetual","8h","0.0520%"
"2021-04-03 13:00:00","BTCUSDT Perpetual","8h","0.1013%"
"2021-04-03 05:00:00","BTCUSDT Perpetual","8h","0.1078%"
"2021-04-02 21:00:00","BTCUSDT Perpetual","8h","0.0632%"
"2021-04-02 13:00:00","BTCUSDT Perpetual","8h","0.1019%"
"2021-04-02 05:00:00","BTCUSDT Perpetual","8h","0.1062%"
"2021-04-01 21:00:00","BTCUSDT Perpetual","8h","0.0710%"
"2021-04-01 13:00:00","BTCUSDT Perpetual","8h","0.0519%"
"2021-04-01 05:00:00","BTCUSDT Perpetual","8h","0.0952%"
"2021-03-31 21:00:00","BTCUSDT Perpetual","8h","0.1092%"
"2021-03-31 13:00:00","BTCUSDT Perpetual","8h","0.0584%"
"2021-03-31 05:00:00","BTCUSDT Perpetual","8h","0.0708%"
"2021-03-30 21:00:00","BTCUSDT Perpetual","8h","0.0807%"
"2021-03-30 13:00:00","BTCUSDT Perpetual","8h","0.0835%"
"2021-03-30 05:00:00","BTCUSDT Perpetual","8h","0.0272%"
"2021-03-29 21:00:00","BTCUSDT Perpetual","8h","0.0320%"
"2021-03-29 13:00:00","BTCUSDT Perpetual","8h","0.0181%"
"2021-03-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-25 21:00:00","BTCUSDT Perpetual","8h","0.0160%"
"2021-03-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-24 21:00:00","BTCUSDT Perpetual","8h","0.0118%"
"2021-03-24 13:00:00","BTCUSDT Perpetual","8h","0.0264%"
"2021-03-24 05:00:00","BTCUSDT Perpetual","8h","0.0165%"
"2021-03-23 21:00:00","BTCUSDT Perpetual","8h","0.0534%"
"2021-03-23 13:00:00","BTCUSDT Perpetual","8h","0.0422%"
"2021-03-23 05:00:00","BTCUSDT Perpetual","8h","0.0266%"
"2021-03-22 21:00:00","BTCUSDT Perpetual","8h","0.0242%"
"2021-03-22 13:00:00","BTCUSDT Perpetual","8h","0.0489%"
"2021-03-22 05:00:00","BTCUSDT Perpetual","8h","0.0455%"
"2021-03-21 21:00:00","BTCUSDT Perpetual","8h","0.0519%"
"2021-03-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2021-03-21 05:00:00","BTCUSDT Perpetual","8h","0.0423%"
"2021-03-20 21:00:00","BTCUSDT Perpetual","8h","0.0313%"
"2021-03-20 13:00:00","BTCUSDT Perpetual","8h","0.0489%"
"2021-03-20 05:00:00","BTCUSDT Perpetual","8h","0.0444%"
"2021-03-19 21:00:00","BTCUSDT Perpetual","8h","0.0492%"
"2021-03-19 13:00:00","BTCUSDT Perpetual","8h","0.0332%"
"2021-03-19 05:00:00","BTCUSDT Perpetual","8h","0.0128%"
"2021-03-18 21:00:00","BTCUSDT Perpetual","8h","0.0320%"
"2021-03-18 13:00:00","BTCUSDT Perpetual","8h","0.0325%"
"2021-03-18 05:00:00","BTCUSDT Perpetual","8h","0.0292%"
"2021-03-17 21:00:00","BTCUSDT Perpetual","8h","0.0302%"
"2021-03-17 13:00:00","BTCUSDT Perpetual","8h","0.0245%"
"2021-03-17 05:00:00","BTCUSDT Perpetual","8h","0.0192%"
"2021-03-16 21:00:00","BTCUSDT Perpetual","8h","0.0353%"
"2021-03-16 13:00:00","BTCUSDT Perpetual","8h","0.0406%"
"2021-03-16 05:00:00","BTCUSDT Perpetual","8h","0.0358%"
"2021-03-15 21:00:00","BTCUSDT Perpetual","8h","0.0225%"
"2021-03-15 13:00:00","BTCUSDT Perpetual","8h","0.0157%"
"2021-03-15 05:00:00","BTCUSDT Perpetual","8h","0.1052%"
"2021-03-14 21:00:00","BTCUSDT Perpetual","8h","0.0820%"
"2021-03-14 13:00:00","BTCUSDT Perpetual","8h","0.1150%"
"2021-03-14 05:00:00","BTCUSDT Perpetual","8h","0.0845%"
"2021-03-13 21:00:00","BTCUSDT Perpetual","8h","0.0818%"
"2021-03-13 13:00:00","BTCUSDT Perpetual","8h","0.0571%"
"2021-03-13 05:00:00","BTCUSDT Perpetual","8h","0.0605%"
"2021-03-12 21:00:00","BTCUSDT Perpetual","8h","0.0478%"
"2021-03-12 13:00:00","BTCUSDT Perpetual","8h","0.0511%"
"2021-03-12 05:00:00","BTCUSDT Perpetual","8h","0.0671%"
"2021-03-11 21:00:00","BTCUSDT Perpetual","8h","0.1020%"
"2021-03-11 13:00:00","BTCUSDT Perpetual","8h","0.0854%"
"2021-03-11 05:00:00","BTCUSDT Perpetual","8h","0.0993%"
"2021-03-10 21:00:00","BTCUSDT Perpetual","8h","0.0959%"
