"Time","Contracts","Funding Interval","Funding Rate"
"2020-02-28 21:00:00","BTCUSDT Perpetual","8h","0.0615%"
"2020-02-28 13:00:00","BTCUSDT Perpetual","8h","0.0236%"
"2020-02-28 05:00:00","BTCUSDT Perpetual","8h","0.0116%"
"2020-02-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-26 21:00:00","BTCUSDT Perpetual","8h","0.0173%"
"2020-02-26 13:00:00","BTCUSDT Perpetual","8h","0.0386%"
"2020-02-26 05:00:00","BTCUSDT Perpetual","8h","0.0506%"
"2020-02-25 21:00:00","BTCUSDT Perpetual","8h","0.0361%"
"2020-02-25 13:00:00","BTCUSDT Perpetual","8h","0.0469%"
"2020-02-25 05:00:00","BTCUSDT Perpetual","8h","0.0273%"
"2020-02-24 21:00:00","BTCUSDT Perpetual","8h","0.0323%"
"2020-02-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-24 05:00:00","BTCUSDT Perpetual","8h","0.0145%"
"2020-02-23 21:00:00","BTCUSDT Perpetual","8h","0.0487%"
"2020-02-23 13:00:00","BTCUSDT Perpetual","8h","0.0653%"
"2020-02-23 05:00:00","BTCUSDT Perpetual","8h","0.0390%"
"2020-02-22 21:00:00","BTCUSDT Perpetual","8h","0.0296%"
"2020-02-22 13:00:00","BTCUSDT Perpetual","8h","0.0122%"
"2020-02-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-19 13:00:00","BTCUSDT Perpetual","8h","0.0407%"
"2020-02-19 05:00:00","BTCUSDT Perpetual","8h","0.0384%"
"2020-02-18 21:00:00","BTCUSDT Perpetual","8h","0.0463%"
"2020-02-18 13:00:00","BTCUSDT Perpetual","8h","0.0296%"
"2020-02-18 05:00:00","BTCUSDT Perpetual","8h","0.0139%"
"2020-02-17 21:00:00","BTCUSDT Perpetual","8h","0.0269%"
"2020-02-17 13:00:00","BTCUSDT Perpetual","8h","0.0910%"
"2020-02-17 05:00:00","BTCUSDT Perpetual","8h","0.0609%"
"2020-02-16 21:00:00","BTCUSDT Perpetual","8h","0.0431%"
"2020-02-16 13:00:00","BTCUSDT Perpetual","8h","0.0608%"
"2020-02-16 05:00:00","BTCUSDT Perpetual","8h","0.0369%"
"2020-02-15 21:00:00","BTCUSDT Perpetual","8h","0.0512%"
"2020-02-15 13:00:00","BTCUSDT Perpetual","8h","0.0873%"
"2020-02-15 05:00:00","BTCUSDT Perpetual","8h","0.0968%"
"2020-02-14 21:00:00","BTCUSDT Perpetual","8h","0.0591%"
"2020-02-14 13:00:00","BTCUSDT Perpetual","8h","0.0559%"
"2020-02-14 05:00:00","BTCUSDT Perpetual","8h","0.0744%"
"2020-02-13 21:00:00","BTCUSDT Perpetual","8h","0.0633%"
"2020-02-13 13:00:00","BTCUSDT Perpetual","8h","0.0704%"
"2020-02-13 05:00:00","BTCUSDT Perpetual","8h","0.0844%"
"2020-02-12 21:00:00","BTCUSDT Perpetual","8h","0.0935%"
"2020-02-12 13:00:00","BTCUSDT Perpetual","8h","0.1038%"
"2020-02-12 05:00:00","BTCUSDT Perpetual","8h","0.1080%"
"2020-02-11 21:00:00","BTCUSDT Perpetual","8h","0.3000%"
"2020-02-11 13:00:00","BTCUSDT Perpetual","8h","0.0501%"
"2020-02-11 05:00:00","BTCUSDT Perpetual","8h","0.0647%"
"2020-02-10 21:00:00","BTCUSDT Perpetual","8h","0.0439%"
"2020-02-10 13:00:00","BTCUSDT Perpetual","8h","0.0979%"
"2020-02-10 05:00:00","BTCUSDT Perpetual","8h","0.1250%"
"2020-02-09 21:00:00","BTCUSDT Perpetual","8h","0.1067%"
"2020-02-09 13:00:00","BTCUSDT Perpetual","8h","0.1139%"
"2020-02-09 05:00:00","BTCUSDT Perpetual","8h","0.0815%"
"2020-02-08 21:00:00","BTCUSDT Perpetual","8h","0.0427%"
"2020-02-08 13:00:00","BTCUSDT Perpetual","8h","0.0993%"
"2020-02-08 05:00:00","BTCUSDT Perpetual","8h","0.0628%"
"2020-02-07 21:00:00","BTCUSDT Perpetual","8h","0.0399%"
"2020-02-07 13:00:00","BTCUSDT Perpetual","8h","0.0346%"
"2020-02-07 05:00:00","BTCUSDT Perpetual","8h","0.0197%"
"2020-02-06 21:00:00","BTCUSDT Perpetual","8h","0.0356%"
"2020-02-06 13:00:00","BTCUSDT Perpetual","8h","0.0556%"
"2020-02-06 05:00:00","BTCUSDT Perpetual","8h","0.0782%"
"2020-02-05 21:00:00","BTCUSDT Perpetual","8h","0.1640%"
"2020-02-05 13:00:00","BTCUSDT Perpetual","8h","0.0526%"
"2020-02-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-04 13:00:00","BTCUSDT Perpetual","8h","0.0381%"
"2020-02-04 05:00:00","BTCUSDT Perpetual","8h","0.0544%"
"2020-02-03 21:00:00","BTCUSDT Perpetual","8h","0.0992%"
"2020-02-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-02-03 05:00:00","BTCUSDT Perpetual","8h","0.0358%"
"2020-02-02 21:00:00","BTCUSDT Perpetual","8h","0.0606%"
"2020-02-02 13:00:00","BTCUSDT Perpetual","8h","0.0655%"
"2020-02-02 05:00:00","BTCUSDT Perpetual","8h","0.0349%"
"2020-02-01 21:00:00","BTCUSDT Perpetual","8h","0.0282%"
"2020-02-01 13:00:00","BTCUSDT Perpetual","8h","0.0490%"
"2020-02-01 05:00:00","BTCUSDT Perpetual","8h","0.0656%"
"2020-01-31 21:00:00","BTCUSDT Perpetual","8h","0.0749%"
"2020-01-31 13:00:00","BTCUSDT Perpetual","8h","0.0398%"
"2020-01-31 05:00:00","BTCUSDT Perpetual","8h","0.0771%"
"2020-01-30 21:00:00","BTCUSDT Perpetual","8h","0.0535%"
"2020-01-30 13:00:00","BTCUSDT Perpetual","8h","0.0348%"
"2020-01-30 05:00:00","BTCUSDT Perpetual","8h","0.0248%"
"2020-01-29 21:00:00","BTCUSDT Perpetual","8h","0.0236%"
"2020-01-29 13:00:00","BTCUSDT Perpetual","8h","0.0536%"
"2020-01-29 05:00:00","BTCUSDT Perpetual","8h","0.1081%"
"2020-01-28 21:00:00","BTCUSDT Perpetual","8h","0.0623%"
"2020-01-28 13:00:00","BTCUSDT Perpetual","8h","0.0543%"
"2020-01-28 05:00:00","BTCUSDT Perpetual","8h","0.0686%"
"2020-01-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-27 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-26 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-25 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-24 13:00:00","BTCUSDT Perpetual","8h","0.0179%"
"2020-01-24 05:00:00","BTCUSDT Perpetual","8h","0.0421%"
"2020-01-23 21:00:00","BTCUSDT Perpetual","8h","0.0547%"
"2020-01-23 13:00:00","BTCUSDT Perpetual","8h","0.0523%"
"2020-01-23 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-22 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-22 05:00:00","BTCUSDT Perpetual","8h","0.0213%"
"2020-01-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-21 13:00:00","BTCUSDT Perpetual","8h","0.0157%"
"2020-01-21 05:00:00","BTCUSDT Perpetual","8h","0.0154%"
"2020-01-20 21:00:00","BTCUSDT Perpetual","8h","0.0120%"
"2020-01-20 13:00:00","BTCUSDT Perpetual","8h","0.0107%"
"2020-01-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-19 21:00:00","BTCUSDT Perpetual","8h","0.0297%"
"2020-01-19 13:00:00","BTCUSDT Perpetual","8h","0.0924%"
"2020-01-19 05:00:00","BTCUSDT Perpetual","8h","0.0393%"
"2020-01-18 21:00:00","BTCUSDT Perpetual","8h","0.0200%"
"2020-01-18 13:00:00","BTCUSDT Perpetual","8h","0.0320%"
"2020-01-18 05:00:00","BTCUSDT Perpetual","8h","0.0291%"
"2020-01-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-17 13:00:00","BTCUSDT Perpetual","8h","0.0567%"
"2020-01-17 05:00:00","BTCUSDT Perpetual","8h","0.0150%"
"2020-01-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-16 13:00:00","BTCUSDT Perpetual","8h","0.0314%"
"2020-01-16 05:00:00","BTCUSDT Perpetual","8h","0.0411%"
"2020-01-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-15 05:00:00","BTCUSDT Perpetual","8h","0.0194%"
"2020-01-14 21:00:00","BTCUSDT Perpetual","8h","0.0493%"
"2020-01-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-14 05:00:00","BTCUSDT Perpetual","8h","0.0259%"
"2020-01-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-12 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-11 05:00:00","BTCUSDT Perpetual","8h","0.0178%"
"2020-01-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-07 21:00:00","BTCUSDT Perpetual","8h","0.0125%"
"2020-01-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-07 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-06 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-04 13:00:00","BTCUSDT Perpetual","8h","0.0073%"
"2020-01-04 05:00:00","BTCUSDT Perpetual","8h","0.0000%"
"2020-01-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-03 05:00:00","BTCUSDT Perpetual","8h","-0.0016%"
"2020-01-02 21:00:00","BTCUSDT Perpetual","8h","-0.0017%"
"2020-01-02 13:00:00","BTCUSDT Perpetual","8h","0.0001%"
"2020-01-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2020-01-01 21:00:00","BTCUSDT Perpetual","8h","0.0036%"
"2020-01-01 13:00:00","BTCUSDT Perpetual","8h","-0.0097%"
"2020-01-01 05:00:00","BTCUSDT Perpetual","8h","-0.0124%"
"2019-12-31 21:00:00","BTCUSDT Perpetual","8h","-0.0124%"
"2019-12-31 13:00:00","BTCUSDT Perpetual","8h","-0.0025%"
"2019-12-31 05:00:00","BTCUSDT Perpetual","8h","-0.0131%"
"2019-12-30 21:00:00","BTCUSDT Perpetual","8h","0.0039%"
"2019-12-30 13:00:00","BTCUSDT Perpetual","8h","-0.0015%"
"2019-12-30 05:00:00","BTCUSDT Perpetual","8h","-0.0180%"
"2019-12-29 21:00:00","BTCUSDT Perpetual","8h","-0.0103%"
"2019-12-29 13:00:00","BTCUSDT Perpetual","8h","-0.0088%"
"2019-12-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-28 21:00:00","BTCUSDT Perpetual","8h","-0.0233%"
"2019-12-28 13:00:00","BTCUSDT Perpetual","8h","0.0021%"
"2019-12-28 05:00:00","BTCUSDT Perpetual","8h","-0.0043%"
"2019-12-27 21:00:00","BTCUSDT Perpetual","8h","-0.0077%"
"2019-12-27 13:00:00","BTCUSDT Perpetual","8h","-0.0088%"
"2019-12-27 05:00:00","BTCUSDT Perpetual","8h","-0.0057%"
"2019-12-26 21:00:00","BTCUSDT Perpetual","8h","0.0026%"
"2019-12-26 13:00:00","BTCUSDT Perpetual","8h","-0.0029%"
"2019-12-26 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-25 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-25 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-25 05:00:00","BTCUSDT Perpetual","8h","0.0061%"
"2019-12-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-23 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-23 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-23 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-22 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-22 13:00:00","BTCUSDT Perpetual","8h","0.0015%"
"2019-12-22 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-21 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-20 21:00:00","BTCUSDT Perpetual","8h","-0.0003%"
"2019-12-20 13:00:00","BTCUSDT Perpetual","8h","0.0031%"
"2019-12-20 05:00:00","BTCUSDT Perpetual","8h","0.0010%"
"2019-12-19 21:00:00","BTCUSDT Perpetual","8h","0.0023%"
"2019-12-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-18 13:00:00","BTCUSDT Perpetual","8h","-0.0151%"
"2019-12-18 05:00:00","BTCUSDT Perpetual","8h","-0.0223%"
"2019-12-17 21:00:00","BTCUSDT Perpetual","8h","-0.0138%"
"2019-12-17 13:00:00","BTCUSDT Perpetual","8h","-0.0017%"
"2019-12-17 05:00:00","BTCUSDT Perpetual","8h","-0.0135%"
"2019-12-16 21:00:00","BTCUSDT Perpetual","8h","-0.0047%"
"2019-12-16 13:00:00","BTCUSDT Perpetual","8h","-0.0037%"
"2019-12-16 05:00:00","BTCUSDT Perpetual","8h","-0.0108%"
"2019-12-15 21:00:00","BTCUSDT Perpetual","8h","-0.0135%"
"2019-12-15 13:00:00","BTCUSDT Perpetual","8h","0.0022%"
"2019-12-15 05:00:00","BTCUSDT Perpetual","8h","0.0079%"
"2019-12-14 21:00:00","BTCUSDT Perpetual","8h","-0.0018%"
"2019-12-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-14 05:00:00","BTCUSDT Perpetual","8h","0.0022%"
"2019-12-13 21:00:00","BTCUSDT Perpetual","8h","-0.0054%"
"2019-12-13 13:00:00","BTCUSDT Perpetual","8h","-0.0098%"
"2019-12-13 05:00:00","BTCUSDT Perpetual","8h","-0.0114%"
"2019-12-12 21:00:00","BTCUSDT Perpetual","8h","-0.0072%"
"2019-12-12 13:00:00","BTCUSDT Perpetual","8h","-0.0086%"
"2019-12-12 05:00:00","BTCUSDT Perpetual","8h","-0.0004%"
"2019-12-11 21:00:00","BTCUSDT Perpetual","8h","0.0031%"
"2019-12-11 13:00:00","BTCUSDT Perpetual","8h","-0.0057%"
"2019-12-11 05:00:00","BTCUSDT Perpetual","8h","0.0040%"
"2019-12-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-07 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-07 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-07 05:00:00","BTCUSDT Perpetual","8h","0.0038%"
"2019-12-06 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-06 13:00:00","BTCUSDT Perpetual","8h","0.0065%"
"2019-12-06 05:00:00","BTCUSDT Perpetual","8h","0.0058%"
"2019-12-05 21:00:00","BTCUSDT Perpetual","8h","0.0077%"
"2019-12-05 13:00:00","BTCUSDT Perpetual","8h","0.0017%"
"2019-12-05 05:00:00","BTCUSDT Perpetual","8h","-0.0098%"
"2019-12-04 21:00:00","BTCUSDT Perpetual","8h","0.0025%"
"2019-12-04 13:00:00","BTCUSDT Perpetual","8h","-0.0053%"
"2019-12-04 05:00:00","BTCUSDT Perpetual","8h","0.0033%"
"2019-12-03 21:00:00","BTCUSDT Perpetual","8h","-0.0004%"
"2019-12-03 13:00:00","BTCUSDT Perpetual","8h","-0.0011%"
"2019-12-03 05:00:00","BTCUSDT Perpetual","8h","0.0089%"
"2019-12-02 21:00:00","BTCUSDT Perpetual","8h","0.0014%"
"2019-12-02 13:00:00","BTCUSDT Perpetual","8h","0.0017%"
"2019-12-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-12-01 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-30 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-30 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-30 05:00:00","BTCUSDT Perpetual","8h","-0.0020%"
"2019-11-29 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-29 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-29 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-28 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-28 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-28 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-27 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-27 05:00:00","BTCUSDT Perpetual","8h","-0.0158%"
"2019-11-26 21:00:00","BTCUSDT Perpetual","8h","-0.0181%"
"2019-11-26 13:00:00","BTCUSDT Perpetual","8h","-0.0369%"
"2019-11-26 05:00:00","BTCUSDT Perpetual","8h","-0.0463%"
"2019-11-25 21:00:00","BTCUSDT Perpetual","8h","-0.0085%"
"2019-11-25 13:00:00","BTCUSDT Perpetual","8h","-0.0111%"
"2019-11-25 05:00:00","BTCUSDT Perpetual","8h","-0.0031%"
"2019-11-24 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-24 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-24 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-23 21:00:00","BTCUSDT Perpetual","8h","-0.0103%"
"2019-11-23 13:00:00","BTCUSDT Perpetual","8h","-0.0143%"
"2019-11-23 05:00:00","BTCUSDT Perpetual","8h","-0.0171%"
"2019-11-22 21:00:00","BTCUSDT Perpetual","8h","-0.0287%"
"2019-11-22 13:00:00","BTCUSDT Perpetual","8h","-0.0257%"
"2019-11-22 05:00:00","BTCUSDT Perpetual","8h","0.0096%"
"2019-11-21 21:00:00","BTCUSDT Perpetual","8h","0.0068%"
"2019-11-21 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-21 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-20 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-20 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-20 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-19 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-19 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-19 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-18 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-18 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-18 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-17 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-17 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-17 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-16 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-16 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-16 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-15 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-15 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-15 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-14 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-14 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-14 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-13 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-13 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-13 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-12 21:00:00","BTCUSDT Perpetual","8h","-0.0221%"
"2019-11-12 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-12 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-11 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-11 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-11 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-10 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-10 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-10 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-09 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-09 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-09 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-08 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-08 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-08 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-07 21:00:00","BTCUSDT Perpetual","8h","0.0125%"
"2019-11-07 13:00:00","BTCUSDT Perpetual","8h","0.0195%"
"2019-11-07 05:00:00","BTCUSDT Perpetual","8h","0.0180%"
"2019-11-06 21:00:00","BTCUSDT Perpetual","8h","0.0270%"
"2019-11-06 13:00:00","BTCUSDT Perpetual","8h","0.0138%"
"2019-11-06 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-05 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-05 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-05 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-04 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-04 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-04 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-03 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-03 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-03 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-02 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-02 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-02 05:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-01 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-01 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-11-01 05:00:00","BTCUSDT Perpetual","8h","0.0487%"
"2019-10-31 21:00:00","BTCUSDT Perpetual","8h","0.0158%"
"2019-10-31 13:00:00","BTCUSDT Perpetual","8h","0.0410%"
"2019-10-31 05:00:00","BTCUSDT Perpetual","8h","0.0385%"
"2019-10-30 21:00:00","BTCUSDT Perpetual","8h","0.0131%"
"2019-10-30 13:00:00","BTCUSDT Perpetual","8h","0.0523%"
"2019-10-30 05:00:00","BTCUSDT Perpetual","8h","0.0290%"
"2019-10-29 21:00:00","BTCUSDT Perpetual","8h","0.0252%"
"2019-10-29 13:00:00","BTCUSDT Perpetual","8h","0.0469%"
"2019-10-29 05:00:00","BTCUSDT Perpetual","8h","0.0163%"
"2019-10-28 21:00:00","BTCUSDT Perpetual","8h","0.0537%"
"2019-10-28 13:00:00","BTCUSDT Perpetual","8h","0.0737%"
"2019-10-28 05:00:00","BTCUSDT Perpetual","8h","0.0783%"
"2019-10-27 21:00:00","BTCUSDT Perpetual","8h","0.0124%"
"2019-10-27 13:00:00","BTCUSDT Perpetual","8h","0.0100%"
"2019-10-27 05:00:00","BTCUSDT Perpetual","8h","0.0185%"
"2019-10-26 21:00:00","BTCUSDT Perpetual","8h","0.0100%"
